Date,Total_Value,Total_Cost,Return_Rate,105190.KS,283580.KS,329750.KS,360750.KS,365780.KS,411060.KS
2026-01-05,42433380.0,38500853,10.214129541493536,7721920.0,4721210.0,6070200.0,9370800.0,5839500.0,8709750.0
